Commit,ID,CWE,CVSS2,Local,Date,Link
48552465c316e271cabd4efd0d7b53a037ed6dcf,CVE-2017-15695,CWE-863,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/apache/geode,2/8/2016 7:06,https://github.com/apache/geode/commit/48552465c316e271cabd4efd0d7b53a037ed6dcf
486ff311fa59e86e45883719af673a7e3a7a157b,CVE-2013-4590,CWE-200,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/apache/tomcat,8/10/2013 21:53,https://github.com/apache/tomcat/commit/486ff311fa59e86e45883719af673a7e3a7a157b
4895eaafca468b7f0f1a3166b2fca7414f0d5da5,CVE-2013-0158,CWE-287,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/jenkinsci/jenkins,1/5/2013 9:26,https://github.com/jenkinsci/jenkins/commit/4895eaafca468b7f0f1a3166b2fca7414f0d5da5
48be5a36f78e4b2df095ae431ed76229a5c0ca80,CVE-2013-5679,CWE-310,AV:L/AC:H/Au:N/C:P/I:P/A:N,repos/ESAPI/esapi-java-legacy,10/27/2009 4:19,https://github.com/ESAPI/esapi-java-legacy/commit/48be5a36f78e4b2df095ae431ed76229a5c0ca80
494e1e0142468d113b77344d036633b95abc9a7b,CVE-2019-10755,CWE-338,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/pac4j/pac4j,2/4/2016 20:57,https://github.com/pac4j/pac4j/commit/494e1e0142468d113b77344d036633b95abc9a7b
49cc22e3541bc65e63ce4dd3daca47690d443b9f,CVE-2017-1000487,CWE-78,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/codehaus-plexus/plexus-utils,3/2/2007 19:57,https://github.com/codehaus-plexus/plexus-utils/commit/49cc22e3541bc65e63ce4dd3daca47690d443b9f
49d10a9034b280b5e59535519c3f0d12d96c9f2d,CVE-2016-3722,CWE-264,AV:N/AC:L/Au:S/C:N/I:N/A:P,repos/jenkinsci/jenkins,4/21/2016 13:42,https://github.com/jenkinsci/jenkins/commit/49d10a9034b280b5e59535519c3f0d12d96c9f2d
49d28f93fd2ef069693ce15d124ef3a29f22fb7d,CVE-2017-15695,CWE-863,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/apache/geode,1/11/2018 13:27,https://github.com/apache/geode/commit/49d28f93fd2ef069693ce15d124ef3a29f22fb7d
4a29ee0395ab3681673c59e7918e23b3102995c9,CVE-2016-10750,CWE-502,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/hazelcast/hazelcast,4/28/2016 17:43,https://github.com/hazelcast/hazelcast/commit/4a29ee0395ab3681673c59e7918e23b3102995c9
4a3ca4f55879ef40bd07ee3c415d9136a9acea40,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,3/3/2011 15:41,https://github.com/hibernate/hibernate-validator/commit/4a3ca4f55879ef40bd07ee3c415d9136a9acea40
4a3edbbdc002a00b8c939770b9042ea0e82a3e22,CVE-2017-12620,CWE-611,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/opennlp,5/25/2011 8:59,https://github.com/apache/opennlp/commit/4a3edbbdc002a00b8c939770b9042ea0e82a3e22
4a9b251017583f140c43effeaa15eb5267eb22d0,CVE-2019-10174,CWE-470,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/infinispan/infinispan,3/15/2012 17:58,https://github.com/infinispan/infinispan/commit/4a9b251017583f140c43effeaa15eb5267eb22d0
4abc7be95f5a39c4ab0781da53e89b13fe863990,CVE-2014-0002,CWE-264,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/camel,11/16/2011 18:09,https://github.com/apache/camel/commit/4abc7be95f5a39c4ab0781da53e89b13fe863990
4ac121fdaa00f683ced537257d4dcaf922cc4ede,CVE-2016-5016,CWE-295,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/cloudfoundry/uaa,4/2/2015 7:40,https://github.com/cloudfoundry/uaa/commit/4ac121fdaa00f683ced537257d4dcaf922cc4ede
4acca5866362a7a5f73bfcc4472fae206156fa12,CVE-2018-1000129,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/rhuss/jolokia,12/27/2011 21:59,https://github.com/rhuss/jolokia/commit/4acca5866362a7a5f73bfcc4472fae206156fa12
4b4d59d29894ac6eccab969561d2df5207a88f60,CVE-2017-1000242,CWE-200,AV:L/AC:L/Au:N/C:P/I:N/A:N,repos/jenkinsci/git-client-plugin,10/31/2013 18:34,https://github.com/jenkinsci/git-client-plugin/commit/4b4d59d29894ac6eccab969561d2df5207a88f60
4b5393866c20c7cf63837f4ccea9b2a71572268b,CVE-2016-2141,CWE-264,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/belaban/JGroups,3/9/2007 20:33,https://github.com/belaban/JGroups/commit/4b5393866c20c7cf63837f4ccea9b2a71572268b
4b619eda1e952f306dcfeba44e3a804a8de1b234,CVE-2014-0035,CWE-310,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/apache/cxf,2/11/2011 16:33,https://github.com/apache/cxf/commit/4b619eda1e952f306dcfeba44e3a804a8de1b234
4be50a0ce4e727ac2f2729e1dd2ec9666c043a60,CVE-2016-6794,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/tomcat,10/7/2014 12:36,https://github.com/apache/tomcat/commit/4be50a0ce4e727ac2f2729e1dd2ec9666c043a60
4c65ad1df6ea281036b5d35c25473a57f0bc3ac0,CVE-2016-6652,CWE-89,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/spring-projects/spring-data-jpa,4/18/2013 11:20,https://github.com/spring-projects/spring-data-jpa/commit/4c65ad1df6ea281036b5d35c25473a57f0bc3ac0
4c7d9e78b52cd59eb52b651903b76b7181d659f0,CVE-2020-12480,CWE-352,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/playframework/playframework,10/23/2018 12:41,https://github.com/playframework/playframework/commit/4c7d9e78b52cd59eb52b651903b76b7181d659f0
4cb1be404cf4a82e39cf2a6357aa17af8b33f2a1,CVE-2018-11047,CWE-863,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/cloudfoundry/uaa,7/11/2018 15:11,https://github.com/cloudfoundry/uaa/commit/4cb1be404cf4a82e39cf2a6357aa17af8b33f2a1
4cd332b781cf700b99402eed2363f988f6403602,CVE-2018-1295,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/ignite,1/19/2017 15:05,https://github.com/apache/ignite/commit/4cd332b781cf700b99402eed2363f988f6403602
4d7a089e97576836945983ecfbbc92ae818b50ac,CVE-2018-1000130,CWE-352,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/rhuss/jolokia,7/15/2010 22:06,https://github.com/rhuss/jolokia/commit/4d7a089e97576836945983ecfbbc92ae818b50ac
4d986149b702d2f75b63371637637a63903fb04f,CVE-2014-0228,CWE-284,AV:N/AC:M/Au:S/C:P/I:N/A:N,repos/apache/hive,3/15/2011 20:29,https://github.com/apache/hive/commit/4d986149b702d2f75b63371637637a63903fb04f
4d998c12c95a6e5ce3d66c0d861e75e33b5cf013,CVE-2018-1309,CWE-611,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/nifi,12/8/2014 15:22,https://github.com/apache/nifi/commit/4d998c12c95a6e5ce3d66c0d861e75e33b5cf013
4dd80e91284123b31db835dcc4c86bb12423ed8c,CVE-2019-17638,CWE-672,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/eclipse/jetty.project,5/14/2013 17:52,https://github.com/eclipse/jetty.project/commit/4dd80e91284123b31db835dcc4c86bb12423ed8c
4de7f846e0dd85354de7af94bd7ff81ac2487c24,CVE-2016-10750,CWE-502,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/hazelcast/hazelcast,6/12/2017 22:55,https://github.com/hazelcast/hazelcast/commit/4de7f846e0dd85354de7af94bd7ff81ac2487c24
4e4c4f69ffcf5975e5e86069e55263675442a40b,CVE-2019-3772,CWE-611,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/spring-projects/spring-integration,11/1/2010 14:17,https://github.com/spring-projects/spring-integration/commit/4e4c4f69ffcf5975e5e86069e55263675442a40b
4ebc539c1087feee5463b3c1995ef02717363492,CVE-2015-5349,CWE-77,AV:N/AC:M/Au:N/C:C/I:C/A:C,repos/apache/directory-studio,12/18/2006 17:15,https://github.com/apache/directory-studio/commit/4ebc539c1087feee5463b3c1995ef02717363492
4eeb285adf1238f8bea025de3629fddddf211c87,CVE-2019-10244,CWE-611,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/eclipse/kura,10/26/2016 22:41,https://github.com/eclipse/kura/commit/4eeb285adf1238f8bea025de3629fddddf211c87
4f4e742675f53b4368e09f0c2d607b74725b8a89,CVE-2017-7662,CWE-352,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/apache/cxf-fediz,1/13/2016 13:49,https://github.com/apache/cxf-fediz/commit/4f4e742675f53b4368e09f0c2d607b74725b8a89
4fa3e351ec0bface3b693810605905e29a9a8569,CVE-2018-11047,CWE-863,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/cloudfoundry/uaa,7/11/2018 12:24,https://github.com/cloudfoundry/uaa/commit/4fa3e351ec0bface3b693810605905e29a9a8569
4fd39f2f2616d4ea9e1d25d30dc78931be01dfb0,CVE-2016-3674,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/x-stream/xstream,4/29/2009 23:55,https://github.com/x-stream/xstream/commit/4fd39f2f2616d4ea9e1d25d30dc78931be01dfb0
4fdf78bb90077ed831983d2c3b79d167d91082f4,CVE-2019-10648,CWE-20,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/robo-code/robocode,1/20/2009 22:47,https://github.com/robo-code/robocode/commit/4fdf78bb90077ed831983d2c3b79d167d91082f4
4fe8d084a6aa51fbf7fbfbf025b100df162bd27a,CVE-2018-1322,CWE-200,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/apache/syncope,9/27/2017 15:05,https://github.com/apache/syncope/commit/4fe8d084a6aa51fbf7fbfbf025b100df162bd27a
5035aeb80c7fcbae896ed3e03d568c4a53fd8ac2,CVE-2019-10286,CWE-255,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/jenkinsci/deployhub-plugin,7/25/2017 16:15,https://github.com/jenkinsci/deployhub-plugin/commit/5035aeb80c7fcbae896ed3e03d568c4a53fd8ac2
5058ccedb07c77180dbc15bc72c61458ea8dcaf5,CVE-2019-18362,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/JetBrains/MPS,6/11/2019 17:20,https://github.com/JetBrains/MPS/commit/5058ccedb07c77180dbc15bc72c61458ea8dcaf5
50869a1742b887e134a3a684d4c1dbf90ae6b9a9,CVE-2018-1000056,CWE-611,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/jenkinsci/junit-plugin,8/11/2014 10:53,https://github.com/jenkinsci/junit-plugin/commit/50869a1742b887e134a3a684d4c1dbf90ae6b9a9
50a40785edac18968aa83e50297ee53896aed241,CVE-2019-12415,CWE-611,AV:L/AC:L/Au:N/C:P/I:N/A:N,repos/apache/poi,5/17/2011 10:46,https://github.com/apache/poi/commit/50a40785edac18968aa83e50297ee53896aed241
50d6d4fb98660df1351d7779a1fb2f8f13d4e1ac,CVE-2018-8041,CWE-22,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/camel,7/19/2016 12:23,https://github.com/apache/camel/commit/50d6d4fb98660df1351d7779a1fb2f8f13d4e1ac
50dd0de638c1e5f8a0839892f37d9b3199216784,CVE-2018-1000613,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/bcgit/bc-java,6/15/2017 14:26,https://github.com/bcgit/bc-java/commit/50dd0de638c1e5f8a0839892f37d9b3199216784
510397aecdb95047995930f48dc439614aeafce0,CVE-2015-4165,CWE-264,AV:N/AC:M/Au:S/C:P/I:P/A:P,repos/elastic/elasticsearch,11/10/2013 18:26,https://github.com/elastic/elasticsearch/commit/510397aecdb95047995930f48dc439614aeafce0
510e33b712a5b3d82c60fbdfbbbd84ed444f3757,CVE-2013-4322,CWE-20,AV:N/AC:M/Au:N/C:N/I:N/A:P,repos/apache/tomcat,7/19/2006 13:00,https://github.com/apache/tomcat/commit/510e33b712a5b3d82c60fbdfbbbd84ed444f3757
5128a9a453d64bfe1ed978cf9ffed27985eeef36,CVE-2018-8009,CWE-22,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/apache/hadoop,5/19/2009 4:20,https://github.com/apache/hadoop/commit/5128a9a453d64bfe1ed978cf9ffed27985eeef36
512a3c3aecdb52de092c6bacddd71b85c4feda06,CVE-2017-12617,CWE-434,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/apache/tomcat,9/22/2017 9:46,https://github.com/apache/tomcat/commit/512a3c3aecdb52de092c6bacddd71b85c4feda06
514670ed1e358d5ecf04058b828977b2c1a38a9e,CVE-2015-7940,CWE-310,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/bcgit/bc-java,9/20/2013 19:44,https://github.com/bcgit/bc-java/commit/514670ed1e358d5ecf04058b828977b2c1a38a9e
515c822148d52de9e7cdf4f6b01f7b793f2f273f,CVE-2015-5348,CWE-19,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/apache/camel,11/12/2015 14:53,https://github.com/apache/camel/commit/515c822148d52de9e7cdf4f6b01f7b793f2f273f
5160181c9cea1df04536496b6c281bca3185b531,CVE-2019-10318,CWE-255,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/jenkinsci/azure-ad-plugin,10/30/2017 11:28,https://github.com/jenkinsci/azure-ad-plugin/commit/5160181c9cea1df04536496b6c281bca3185b531
524e3d4599091fa8078c08c0c7642985c76b8595,CVE-2018-1000130,CWE-74,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/rhuss/jolokia,8/2/2011 9:27,https://github.com/rhuss/jolokia/commit/524e3d4599091fa8078c08c0c7642985c76b8595
52628ce08c77be37acc7382036d20254ef06c073,CVE-2015-2913,CWE-200,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/orientechnologies/orientdb,3/2/2012 9:31,https://github.com/orientechnologies/orientdb/commit/52628ce08c77be37acc7382036d20254ef06c073
527baba1736d3111596fb19dba367460fdb2808c,CVE-2015-5345,CWE-22,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/tomcat,10/23/2012 22:38,https://github.com/apache/tomcat/commit/527baba1736d3111596fb19dba367460fdb2808c
5289715e4f2657562fdddcbad830a30969b96e1e,CVE-2014-0120,CWE-352,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/hawtio/hawtio,3/5/2014 10:48,https://github.com/hawtio/hawtio/commit/5289715e4f2657562fdddcbad830a30969b96e1e
52b80e50ded14b44ea3e4cbd30e5d7f864f88d85,CVE-2015-2156,CWE-20,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/netty/netty,5/8/2015 10:14,https://github.com/netty/netty/commit/52b80e50ded14b44ea3e4cbd30e5d7f864f88d85
5303f4a66d0d97f49fab7ad534fd85bd9c33ca18,CVE-2018-1296,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/hadoop,3/24/2014 23:45,https://github.com/apache/hadoop/commit/5303f4a66d0d97f49fab7ad534fd85bd9c33ca18
5344de084c910ae970c2849186719edfd2fdbff5,CVE-2013-4590,CWE-200,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/apache/tomcat,7/9/2013 8:51,https://github.com/apache/tomcat/commit/5344de084c910ae970c2849186719edfd2fdbff5
53600cfaf16966ed01b4e888993e7700106ed97b,CVE-2017-3159,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/camel,3/4/2016 8:53,https://github.com/apache/camel/commit/53600cfaf16966ed01b4e888993e7700106ed97b
53995dcb3470de07df73d8dfd284da0dbb8df8dd,CVE-2018-1295,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/ignite,5/15/2015 3:44,https://github.com/apache/ignite/commit/53995dcb3470de07df73d8dfd284da0dbb8df8dd
53c6034043ea6d0fa22dffeb54f8194df91aa889,CVE-2018-18240,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/pippo-java/pippo,6/3/2016 11:32,https://github.com/pippo-java/pippo/commit/53c6034043ea6d0fa22dffeb54f8194df91aa889
54011ecdf1b6840097d9702ee09cf94313511fdd,CVE-2012-0881,CWE-399,AV:N/AC:L/Au:N/C:N/I:N/A:C,repos/apache/xerces2-j,11/21/2006 17:50,https://github.com/apache/xerces2-j/commit/54011ecdf1b6840097d9702ee09cf94313511fdd
540579f9c3513d5f2dce6bae3eefde848f900f5f,CVE-2016-4468,CWE-89,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/cloudfoundry/uaa,11/14/2011 10:51,https://github.com/cloudfoundry/uaa/commit/540579f9c3513d5f2dce6bae3eefde848f900f5f
540dd5c987855fc6b0981ece021358645ae07827,CVE-2010-0684,CWE-255,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/activemq,8/12/2007 5:27,https://github.com/apache/activemq/commit/540dd5c987855fc6b0981ece021358645ae07827
5411f979ff0e122efe9fd6e09fc200c5b5bb89cb,CVE-2011-3375,CWE-200,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/tomcat,9/29/2010 15:21,https://github.com/apache/tomcat/commit/5411f979ff0e122efe9fd6e09fc200c5b5bb89cb
5414f378be6155791fd547d3d1c77be6fe33673f,CVE-2019-11082,CWE-22,AV:N/AC:L/Au:N/C:N/I:P/A:P,repos/dkpro/dkpro-core,8/6/2016 1:44,https://github.com/dkpro/dkpro-core/commit/5414f378be6155791fd547d3d1c77be6fe33673f
547476d1bc8bd6d5c824d51bc0dc3cdd5a201f4c,CVE-2015-5254,CWE-20,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/activemq,8/27/2015 11:10,https://github.com/apache/activemq/commit/547476d1bc8bd6d5c824d51bc0dc3cdd5a201f4c
547ec0ce4a4a523f72c106046f2b3d4c4e853b4e,CVE-2016-0714,CWE-264,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/apache/tomcat,1/20/2016 10:52,https://github.com/apache/tomcat/commit/547ec0ce4a4a523f72c106046f2b3d4c4e853b4e
54a8cc7f9a9f226e0ccc8c599880b5b2251bc3a0,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,2/18/2013 16:45,https://github.com/hibernate/hibernate-validator/commit/54a8cc7f9a9f226e0ccc8c599880b5b2251bc3a0
54c3f5b6c73fd0540816523f5c4881964191a3bb,CVE-2016-10750,CWE-502,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/hazelcast/hazelcast,1/20/2017 15:19,https://github.com/hazelcast/hazelcast/commit/54c3f5b6c73fd0540816523f5c4881964191a3bb
54f28e23ac9a969f7d33d5756c9f929bf97c6520,CVE-2018-1000616,CWE-611,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/opennetworkinglab/onos,8/2/2016 21:08,https://github.com/opennetworkinglab/onos/commit/54f28e23ac9a969f7d33d5756c9f929bf97c6520
550ee20ec1c456d59ba3ed310c79a96262991161,CVE-2017-5647,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/tomcat80,3/10/2014 11:27,https://github.com/apache/tomcat80/commit/550ee20ec1c456d59ba3ed310c79a96262991161
55175d90d2c23c77f0fcccc01596960fb7da394e,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,2/18/2013 16:45,https://github.com/hibernate/hibernate-validator/commit/55175d90d2c23c77f0fcccc01596960fb7da394e
5517c5517e8a7ddb994504f0c5c05001a376b10c,CVE-2014-0119,CWE-264,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/apache/tomcat,4/25/2014 10:28,https://github.com/apache/tomcat/commit/5517c5517e8a7ddb994504f0c5c05001a376b10c
5519831ec6dd7d489590e196fb030699ad41a974,CVE-2016-8744,CWE-502,AV:N/AC:L/Au:S/C:C/I:C/A:C,repos/apache/brooklyn-server,7/1/2014 13:34,https://github.com/apache/brooklyn-server/commit/5519831ec6dd7d489590e196fb030699ad41a974
555fa3b4c8155d088fee5b3bddeccc679746d9a2,CVE-2013-6429,CWE-611,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/spring-projects/spring-framework,2/25/2009 0:28,https://github.com/spring-projects/spring-framework/commit/555fa3b4c8155d088fee5b3bddeccc679746d9a2
556d518625f25baee800203e6dd274aeb8e9f91b,CVE-2018-1322,CWE-79,AV:N/AC:M/Au:S/C:N/I:P/A:N,repos/apache/syncope,1/1/2015 19:11,https://github.com/apache/syncope/commit/556d518625f25baee800203e6dd274aeb8e9f91b
5605b189523cc7b0a5f93a8472895f9056dbb4d0,CVE-2015-5323,CWE-264,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/jenkinsci/jenkins,8/19/2011 6:15,https://github.com/jenkinsci/jenkins/commit/5605b189523cc7b0a5f93a8472895f9056dbb4d0
5661f85f98bc80141aadd4c79f620a295ca8e5e1,CVE-2015-5175,CWE-20,AV:N/AC:L/Au:N/C:N/I:N/A:P,repos/apache/cxf-fediz,8/31/2013 21:22,https://github.com/apache/cxf-fediz/commit/5661f85f98bc80141aadd4c79f620a295ca8e5e1
566a8ddb885f0bef9bc848e60455c0aabbf0c1d3,CVE-2018-1000863,CWE-22,AV:N/AC:L/Au:N/C:N/I:P/A:P,repos/jenkinsci/jenkins,10/19/2017 12:14,https://github.com/jenkinsci/jenkins/commit/566a8ddb885f0bef9bc848e60455c0aabbf0c1d3
566b60669c56c717848f5b74e67969de6dbae2c8,CVE-2014-3630,CWE-611,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/playframework/playframework,11/6/2012 16:56,https://github.com/playframework/playframework/commit/566b60669c56c717848f5b74e67969de6dbae2c8
5674cddedddf0f188f95fded9a2bf222e5779aee,CVE-2018-1295,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/ignite,2/5/2015 19:57,https://github.com/apache/ignite/commit/5674cddedddf0f188f95fded9a2bf222e5779aee
5678ad57cb1777d0cf065de93684431133619e4a,CVE-2016-10750,CWE-502,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/hazelcast/hazelcast,10/16/2015 17:41,https://github.com/hazelcast/hazelcast/commit/5678ad57cb1777d0cf065de93684431133619e4a
5697cb6c952f44927029681b1d41c807e50bc6eb,CVE-2018-1275,CWE-358,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/spring-projects/spring-framework,10/31/2016 11:44,https://github.com/spring-projects/spring-framework/commit/5697cb6c952f44927029681b1d41c807e50bc6eb
56a700110c94f533b427ebdba427cc7d2190ef4f,CVE-2015-6524,CWE-255,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/activemq,7/15/2011 10:13,https://github.com/apache/activemq/commit/56a700110c94f533b427ebdba427cc7d2190ef4f
5732f2446348d1839433a3bd459710f6c2dee154,CVE-2016-4999,CWE-89,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/dashbuilder/dashbuilder,9/7/2015 19:10,https://github.com/dashbuilder/dashbuilder/commit/5732f2446348d1839433a3bd459710f6c2dee154
5747ff14c47b7cfea3d65b11c0f225e6b19094ab,CVE-2016-4003,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/apache/struts,10/17/2006 4:19,https://github.com/apache/struts/commit/5747ff14c47b7cfea3d65b11c0f225e6b19094ab
57546f768286a6a267d8adb7c148435d0f20b0a2,CVE-2020-10194,CWE-863,AV:N/AC:L/Au:S/C:N/I:P/A:N,repos/Zimbra/zm-mailbox,2/17/2017 5:44,https://github.com/Zimbra/zm-mailbox/commit/57546f768286a6a267d8adb7c148435d0f20b0a2
577952be495934110a396f98000553c20a09039d,CVE-2015-5254,CWE-20,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/activemq,9/18/2012 13:55,https://github.com/apache/activemq/commit/577952be495934110a396f98000553c20a09039d
5779b21785dc4d576684c16bf3fe6c952410fa12,CVE-2018-10936,CWE-297,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/pgjdbc/pgjdbc,11/17/2011 11:27,https://github.com/pgjdbc/pgjdbc/commit/5779b21785dc4d576684c16bf3fe6c952410fa12
578a2f5bf2c8421e248b41fe4a2bdba472172aba,CVE-2015-5323,CWE-264,AV:N/AC:H/Au:N/C:P/I:N/A:N,repos/jenkinsci/jenkins,8/5/2011 18:34,https://github.com/jenkinsci/jenkins/commit/578a2f5bf2c8421e248b41fe4a2bdba472172aba
57a15dfb7e0e3a59019ebe951793b586512b1962,CVE-2018-11041,CWE-601,AV:N/AC:M/Au:N/C:P/I:P/A:N,repos/cloudfoundry/uaa,6/14/2018 16:02,https://github.com/cloudfoundry/uaa/commit/57a15dfb7e0e3a59019ebe951793b586512b1962
57a42ababd248413d0c267fa29ffcda658e337d0,CVE-2018-1273,CWE-20,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/spring-projects/spring-data-commons,1/30/2015 15:15,https://github.com/spring-projects/spring-data-commons/commit/57a42ababd248413d0c267fa29ffcda658e337d0
587b6a5036e12dcbdda53ecd210fa879e5b2a814,CVE-2017-5664,CWE-755,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/apache/tomcat80,3/27/2014 18:13,https://github.com/apache/tomcat80/commit/587b6a5036e12dcbdda53ecd210fa879e5b2a814
58947c3f85ae641c1a476316a2888e53605948d1,CVE-2013-4310,CWE-264,AV:N/AC:M/Au:N/C:P/I:P/A:N,repos/apache/struts,9/18/2013 5:50,https://github.com/apache/struts/commit/58947c3f85ae641c1a476316a2888e53605948d1
58ea933ce7821ead2a042be499a8a380fa9a671a,CVE-2018-1999036,CWE-532,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/jenkinsci/ssh-agent-plugin,8/3/2015 19:20,https://github.com/jenkinsci/ssh-agent-plugin/commit/58ea933ce7821ead2a042be499a8a380fa9a671a
5948974ad28271818e2afe747c71cde56a7f2c63,CVE-2019-17554,CWE-611,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/apache/olingo-odata4,11/12/2019 4:59,https://github.com/apache/olingo-odata4/commit/5948974ad28271818e2afe747c71cde56a7f2c63
59527c5649afd3576d944d42299cf49416972562,CVE-2018-1295,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/ignite,9/9/2016 13:01,https://github.com/apache/ignite/commit/59527c5649afd3576d944d42299cf49416972562
59a21a6350be934857983376e997bbc96b76d965,CVE-2017-1000487,CWE-78,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/codehaus-plexus/plexus-utils,6/4/2008 23:32,https://github.com/codehaus-plexus/plexus-utils/commit/59a21a6350be934857983376e997bbc96b76d965
5a00aaefa87372d19059de5fcf56c30fea073da8,CVE-2020-1727,CWE-20,AV:N/AC:L/Au:S/C:P/I:P/A:N,repos/keycloak/keycloak,10/20/2016 19:30,https://github.com/keycloak/keycloak/commit/5a00aaefa87372d19059de5fcf56c30fea073da8
5b375d7bf9b26aaeed06bac2dc5de3f8214cbad4,CVE-2017-12610,CWE-287,AV:N/AC:M/Au:S/C:P/I:P/A:N,repos/apache/kafka,4/26/2016 16:56,https://github.com/apache/kafka/commit/5b375d7bf9b26aaeed06bac2dc5de3f8214cbad4
