cwe_id,cve_id,lang,project,ref_link,vulnerability_classification
CWE-399,CVE-2014-3688,C,linux,https://github.com/torvalds/linux/commit/26b87c7881006311828bb0ab271a551a62dcceb4,DoS 
CWE-399,CVE-2014-3687,C,linux,https://github.com/torvalds/linux/commit/b69040d8e39f20d5215a03502a8e8b4c6ab78395,DoS 
CWE-399,CVE-2014-3673,C,linux,https://github.com/torvalds/linux/commit/9de7922bc709eee2f609cd01d98aaedc4cf5ea74,DoS 
CWE-264,CVE-2014-3647,C,linux,https://github.com/torvalds/linux/commit/d1442d85cc30ea75f7d399474ca738e0bc96f715,DoS 
CWE-264,CVE-2014-3646,C,linux,https://github.com/torvalds/linux/commit/a642fc305053cc1c6e47e4f4df327895747ab485,DoS 
CWE-20,CVE-2014-3645,C,linux,https://github.com/torvalds/linux/commit/bfd0a56b90005f8c8a004baf407ad90045c2b11e,DoS 
,CVE-2014-3631,C,linux,https://github.com/torvalds/linux/commit/95389b08d93d5c06ec63ab49bd732b0069b7c35e,DoS 
CWE-362,CVE-2014-3611,C,linux,https://github.com/torvalds/linux/commit/2febc839133280d5a5e8e1179c94ea674489dae2,DoS 
CWE-264,CVE-2014-3610,C,linux,https://github.com/torvalds/linux/commit/854e8bb1aa06c578c2c9145fa6bfe3680ef63b23,DoS 
CWE-189,CVE-2014-3601,C,linux,https://github.com/torvalds/linux/commit/350b8bdd689cd2ab2c67c8a86a0be86cfa0751a7,DoS Mem. Corr. 
CWE-119,CVE-2014-3597,C,php-src,https://github.com/php/php-src/commit/2fefae47716d501aec41c1102f3fd4531f070b05,DoS Exec Code Overflow 
CWE-189,CVE-2014-3587,C,php-src,https://github.com/php/php-src/commit/7ba1409a1aee5925180de546057ddd84ff267947,DoS Overflow 
CWE-399,CVE-2014-3538,C,file,https://github.com/file/file/commit/4a284c89d6ef11aca34da65da7d673050a5ea320,DoS 
CWE-119,CVE-2014-3535,C,linux,https://github.com/torvalds/linux/commit/256df2f3879efdb2e9808bdb1b54b16fbb11fa38,DoS Overflow 
CWE-264,CVE-2014-3534,C,linux,https://github.com/torvalds/linux/commit/dab6cf55f81a6e16b8147aed9a843e1691dcd318,+Priv 
CWE-20,CVE-2014-3487,C,file,https://github.com/file/file/commit/93e063ee374b6a75729df9e7201fb511e47e259d,DoS 
CWE-20,CVE-2014-3480,C,file,https://github.com/file/file/commit/40bade80cbe2af1d0b2cd0420cebd5d5905a2382,DoS 
CWE-189,CVE-2014-3479,C,file,https://github.com/file/file/commit/36fadd29849b8087af9f4586f89dbf74ea45be67,DoS 
CWE-119,CVE-2014-3478,C,file,https://github.com/file/file/commit/27a14bc7ba285a0a5ebfdb55e54001aa11932b08,DoS Overflow 
CWE-119,CVE-2014-3186,C,linux,https://github.com/torvalds/linux/commit/844817e47eef14141cf59b8d5ac08dd11c0a9189,DoS Exec Code Overflow 
CWE-119,CVE-2014-3185,C,linux,https://github.com/torvalds/linux/commit/6817ae225cd650fb1c3295d769298c38b1eba818,DoS Exec Code Overflow Mem. Corr. 
CWE-119,CVE-2014-3184,C,linux,https://github.com/torvalds/linux/commit/4ab25786c87eb20857bbb715c3ae34ec8fd6a214,DoS Overflow 
CWE-119,CVE-2014-3183,C,linux,https://github.com/torvalds/linux/commit/51217e69697fba92a06e07e16f55c9a52d8e8945,DoS Exec Code Overflow 
CWE-119,CVE-2014-3182,C,linux,https://github.com/torvalds/linux/commit/ad3e14d7c5268c2e24477c6ef54bbdf88add5d36,DoS Exec Code Overflow 
CWE-119,CVE-2014-3181,C,linux,https://github.com/torvalds/linux/commit/c54def7bd64d7c0b6993336abcffb8444795bf38,DoS Exec Code Overflow 
CWE-119,CVE-2014-3158,C,ppp,https://github.com/paulusmack/ppp/commit/7658e8257183f062dc01f87969c140707c7e52cb,Overflow 
CWE-264,CVE-2014-3153,C,linux,https://github.com/torvalds/linux/commit/e9c243a5a6de0be8e584c604d353412584b592f8,+Priv 
CWE-189,CVE-2014-3145,C,linux,https://github.com/torvalds/linux/commit/05ab8f2647e4221cbdb3856dd7d32bd5407316b3,DoS 
CWE-264,CVE-2014-3122,C,linux,https://github.com/torvalds/linux/commit/57e68e9cd65b4b8eb4045a1e0d0746458502554c,DoS 
CWE-189,CVE-2014-2889,C,linux,https://github.com/torvalds/linux/commit/a03ffcf873fe0f2565386ca8ef832144c42e67fa,DoS +Priv 
CWE-20,CVE-2014-2739,C,linux,https://github.com/torvalds/linux/commit/b2853fd6c2d0f383dbdf7427e263eb576a633867,DoS 
CWE-362,CVE-2014-2706,C,linux,https://github.com/torvalds/linux/commit/1d147bfa64293b2723c4fec50922168658e613ba,DoS 
CWE-20,CVE-2014-2673,C,linux,https://github.com/torvalds/linux/commit/621b5060e823301d0cba4cb52a7ee3491922d291,DoS 
CWE-362,CVE-2014-2672,C,linux,https://github.com/torvalds/linux/commit/21f8aaee0c62708654988ce092838aa7df4d25d8,DoS 
CWE-189,CVE-2014-2669,C,postgres,https://github.com/postgres/postgres/commit/31400a673325147e1205326008e32135a78b4d8a,Overflow 
CWE-200,CVE-2014-2567,C++,trojita,https://github.com/jktjkt/trojita/commit/25fffa3e25cbad85bbca804193ad336b090a9ce1,+Info 
CWE-20,CVE-2014-2523,C,linux,https://github.com/torvalds/linux/commit/b22f5126a24b3b2f15448c3f2a254fc10cbc2b92,DoS Exec Code 
CWE-119,CVE-2014-2270,C,file,https://github.com/file/file/commit/447558595a3650db2886cd2f416ad0beba965801,DoS Overflow 
CWE-264,CVE-2014-2209,C++,hhvm,https://github.com/facebook/hhvm/commit/851fff90a9b7461df2393af32239ba217bc25946,Bypass 
CWE-94,CVE-2014-2208,C++,hhvm,https://github.com/facebook/hhvm/commit/506a44194a9016406c752ad8e010c01aeffc18cc,Exec Code 
CWE-20,CVE-2014-2039,C,linux,https://github.com/torvalds/linux/commit/8d7f6690cedb83456edd41c9bd583783f0703bf0,DoS 
CWE-20,CVE-2014-2038,C,linux,https://github.com/torvalds/linux/commit/263b4509ec4d47e0da3e753f85a39ea12d1eff24,+Info 
CWE-189,CVE-2014-2020,C,php-src,https://github.com/php/php-src/commit/2938329ce19cb8c4197dec146c3ec887c6f61d01,+Info 
CWE-20,CVE-2014-1874,C,linux,https://github.com/torvalds/linux/commit/2172fa709ab32ca60e86179dc67d0857be8e2c98,DoS 
CWE-200,CVE-2014-1739,C,linux,https://github.com/torvalds/linux/commit/e6a623460e5fc960ac3ee9f946d3106233fd28d8,+Info 
CWE-264,CVE-2014-1738,C,linux,https://github.com/torvalds/linux/commit/2145e15e0557a01b9195d1c7199a1b92cb9be81f,+Info 
CWE-264,CVE-2014-1737,C,linux,https://github.com/torvalds/linux/commit/ef87dbe7614341c2e7bfe8d32fcb7028cc97442c,+Priv 
CWE-119,CVE-2014-1690,C,linux,https://github.com/torvalds/linux/commit/2690d97ade05c5325cbf7c72b94b90d265659886,Overflow +Info 
CWE-399,CVE-2014-1446,C,linux,https://github.com/torvalds/linux/commit/8e3fbf870481eb53b2d3a322d1fc395ad8b367ed,+Info 
CWE-399,CVE-2014-1445,C,linux,https://github.com/torvalds/linux/commit/2b13d06c9584b4eb773f1e80bbaedab9a1c344e1,+Info 
CWE-399,CVE-2014-1444,C,linux,https://github.com/torvalds/linux/commit/96b340406724d87e4621284ebac5e059d67b2194,+Info 
,CVE-2014-1439,C++,hhvm,https://github.com/facebook/hhvm/commit/95f96e7287effe2fcdfb9a5338d1a7e4f55b083b,
CWE-264,CVE-2014-1438,C,linux,https://github.com/torvalds/linux/commit/26bef1318adc1b3a530ecc807ef99346db2aa8b0,DoS +Priv 
CWE-119,CVE-2014-1236,C,graphviz,https://github.com/ellson/graphviz/commit/1d1bdec6318746f6f19f245db589eddc887ae8ff,Overflow 
CWE-119,CVE-2014-0978,C,graphviz,https://github.com/ellson/graphviz/commit/7aaddf52cd98589fb0c3ab72a393f8411838438a,Overflow 
CWE-189,CVE-2014-0791,C,FreeRDP,https://github.com/sidhpurwala-huzaifa/FreeRDP/commit/e2745807c4c3e0a590c0f69a9b655dc74ebaa03e,DoS Overflow 
CWE-119,CVE-2014-0749,C,torque,https://github.com/adaptivecomputing/torque/commit/3ed749263abe3d69fa3626d142a5789dcb5a5684,Exec Code Overflow 
CWE-119,CVE-2014-0238,C,file,https://github.com/file/file/commit/f97486ef5dc3e8735440edc4fc8808c63e1a3ef0,DoS Overflow 
CWE-399,CVE-2014-0237,C,file,https://github.com/file/file/commit/b8acc83781d5a24cc5101e525d15efe0482c280d,DoS 
CWE-119,CVE-2014-0207,C,file,https://github.com/file/file/commit/6d209c1c489457397a5763bca4b28e43aac90391,DoS Overflow 
,CVE-2014-0206,C,linux,https://github.com/torvalds/linux/commit/edfbbf388f293d70bf4b7c0bc38774d05e6f711a,+Info 
CWE-119,CVE-2014-0205,C,linux,https://github.com/torvalds/linux/commit/7ada876a8703f23befbb20a7465a702ee39b1704,DoS Overflow +Priv 
CWE-20,CVE-2014-0203,C,linux,https://github.com/torvalds/linux/commit/86acdca1b63e6890540fa19495cfc708beff3d8b,DoS 
CWE-362,CVE-2014-0196,C,linux,https://github.com/torvalds/linux/commit/4291086b1f081b869c6d79e5b7441633dc3ace00,DoS +Priv Mem. Corr. 
CWE-264,CVE-2014-0185,C,php-src,https://github.com/php/php-src/commit/35ceea928b12373a3b1e3eecdc32ed323223a40d,+Priv 
CWE-416,CVE-2014-0131,C,linux,https://github.com/torvalds/linux/commit/1fd819ecb90cc9b822cd84d3056ddba315d3340f,+Info 
CWE-20,CVE-2014-0101,C,linux,https://github.com/torvalds/linux/commit/ec0223ec48a90cb605244b45f7c62de856403729,DoS 
CWE-20,CVE-2014-0077,C,linux,https://github.com/torvalds/linux/commit/d8316f3991d207fe32881a9ac20241be8fa2bad0,DoS +Priv Mem. Corr. 
CWE-119,CVE-2014-0069,C,linux,https://github.com/torvalds/linux/commit/5d81de8e8667da7135d3a32a964087c0faf5483f,DoS Overflow +Priv Mem. Corr. +Info 
CWE-119,CVE-2014-0063,C,postgres,https://github.com/postgres/postgres/commit/4318daecc959886d001a6e79c6ea853e8b1dfb4b,DoS Exec Code Overflow 
CWE-119,CVE-2014-0049,C,linux,https://github.com/torvalds/linux/commit/a08d3b3b99efd509133946056531cdf8f3a0c09b,Exec Code Overflow 
CWE-20,CVE-2014-0038,C,linux,https://github.com/torvalds/linux/commit/2def2ef2ae5f3990aabdbe8a755911902707d268,+Priv 
CWE-399,CVE-2013-7348,C,linux,https://github.com/torvalds/linux/commit/d558023207e008a4476a3b7bb8706b2a2bf5d84f,DoS 
CWE-264,CVE-2013-7345,C,file,https://github.com/file/file/commit/ef2329cf71acb59204dd981e2c6cce6c81fe467c,DoS 
CWE-399,CVE-2013-7339,C,linux,https://github.com/torvalds/linux/commit/c2349758acf1874e4c2b93fe41d072336f1a31d0,DoS 
CWE-200,CVE-2013-7299,C++,tntnet,https://github.com/maekitalo/tntnet/commit/9bd3b14042e12d84f39ea9f55731705ba516f525,+Info 
CWE-20,CVE-2013-7294,C,libreswan,https://github.com/libreswan/libreswan/commit/2899351224fe2940aec37d7656e1e392c0fe07f0,DoS 
CWE-362,CVE-2013-7283,C,libreswan,https://github.com/libreswan/libreswan/commit/ef2d756e73a188401c36133c2e2f7ce4f3c6ae55,
CWE-200,CVE-2013-7281,C,linux,https://github.com/torvalds/linux/commit/bceaa90240b6019ed73b49965eac7d167610be69,+Info 
CWE-20,CVE-2013-7271,C,linux,https://github.com/torvalds/linux/commit/f3d3342602f8bcbf37d7c46641cb9bca7618eb1c,+Info 
CWE-89,CVE-2013-7262,C,mapserver,https://github.com/mapserver/mapserver/commit/3a10f6b829297dae63492a8c63385044bc6953ed,Exec Code Sql 
CWE-264,CVE-2013-6441,C,lxc,https://github.com/lxc/lxc/commit/f4d5cc8e1f39d132b61e110674528cac727ae0e2,+Priv 
CWE-310,CVE-2013-6401,C,jansson,https://github.com/akheron/jansson/commit/8f80c2d83808150724d31793e6ade92749b1faa4,DoS 
CWE-310,CVE-2013-6371,C,json-c,https://github.com/json-c/json-c/commit/64e36901a0614bf64a19bc3396469c66dcd0b015,DoS 
CWE-264,CVE-2013-5705,C++,ModSecurity,https://github.com/SpiderLabs/ModSecurity/commit/f8d441cd25172fdfe5b613442fedfc0da3cc333d,Bypass 
,CVE-2013-4160,C,Little-CMS,https://github.com/mm2/Little-CMS/commit/91c2db7f2559be504211b283bc3a2c631d6f06d9,DoS 
CWE-264,CVE-2013-2182,C,monkey,https://github.com/monkey/monkey/commit/15f72c1ee5e0afad20232bdf0fcecab8d62a5d89,Bypass 
,CVE-2013-2130,C++,znc,https://github.com/znc/znc/commit/2bd410ee5570cea127233f1133ea22f25174eb28,DoS 
,CVE-2013-0250,C,corosync,https://github.com/corosync/corosync/commit/b3f456a8ceefac6e9f2e9acc2ea0c159d412b595,DoS 
CWE-264,CVE-2012-6657,C,linux,https://github.com/torvalds/linux/commit/3e10986d1d698140747fcfc2761ec9cb64c1d582,DoS 
CWE-20,CVE-2012-6647,C,linux,https://github.com/torvalds/linux/commit/6f7b0a2a5c0fb03be7c25bd1745baa50582348ef,DoS 
CWE-399,CVE-2012-6638,C,linux,https://github.com/torvalds/linux/commit/fdf5af0daf8019cec2396cdef8fb042d80fe71fa,DoS 
CWE-22,CVE-2011-3602,C,radvd,https://github.com/reubenhwk/radvd/commit/92e22ca23e52066da2258df8c76a2dca8a428bcc,Dir. Trav. 
CWE-119,CVE-2011-3346,C,qemu,https://github.com/bonzini/qemu/commit/7285477ab11831b1cf56e45878a89170dd06d9b9,DoS Overflow 
CWE-200,CVE-2011-2909,C,linux,https://github.com/torvalds/linux/commit/819cbb120eaec7e014e5abd029260db1ca8c5735,+Info 
CWE-362,CVE-2010-5313,C,linux,https://github.com/torvalds/linux/commit/fc3a9157d3148ab91039c75423da8ef97be3e105,DoS 
CWE-264,CVE-2015-8660,C,linux,https://github.com/torvalds/linux/commit/acff81ec2c79492b180fade3c2894425cd35a545,Bypass 
CWE-200,CVE-2015-8569,C,linux,https://github.com/torvalds/linux/commit/09ccfd238e5a0e670d8178cf50180ea81ae09ae1,Bypass +Info 
,CVE-2015-8543,C,linux,https://github.com/torvalds/linux/commit/79462ad02e861803b3840cc782248c7359451cd9,DoS +Priv 
CWE-200,CVE-2015-8374,C,linux,https://github.com/torvalds/linux/commit/0305cd5f7fca85dae392b9ba85b116896eb7c1c7,+Info 
CWE-20,CVE-2015-8215,C,linux,https://github.com/torvalds/linux/commit/77751427a1ff25b27d47a4c36b12c3c8667855ac,DoS 
CWE-399,CVE-2015-8104,C,linux,https://github.com/torvalds/linux/commit/cbdb967af3d54993f5814f1cee0ed311a055377d,DoS 
CWE-362,CVE-2015-7990,C,linux,https://github.com/torvalds/linux/commit/8c7188b23474cca017b3ef354c4a58456f68303a,DoS 
CWE-200,CVE-2015-7885,C,linux,https://github.com/torvalds/linux/commit/4b6184336ebb5c8dc1eae7f7ab46ee608a748b05,+Info 
CWE-200,CVE-2015-7884,C,linux,https://github.com/torvalds/linux/commit/eda98796aff0d9bf41094b06811f5def3b4c333c,+Info 
CWE-20,CVE-2015-7872,C,linux,https://github.com/torvalds/linux/commit/ce1fad2740c648a4340f6f6c391a8a83769d2e8c,DoS 
CWE-362,CVE-2015-7613,C,linux,https://github.com/torvalds/linux/commit/b9a532277938798b53178d5a66af6e2915cb27cf,+Priv 
CWE-20,CVE-2015-7509,C,linux,https://github.com/torvalds/linux/commit/c9b92530a723ac5ef8e352885a1862b18f31b2f5,DoS 
,CVE-2015-6937,C,linux,https://github.com/torvalds/linux/commit/74e98eb085889b0d2d4908f59f6e00026063014f,DoS 
CWE-264,CVE-2015-6564,C,openssh-portable,https://github.com/openssh/openssh-portable/commit/5e75f5198769056089fb06c4d738ab0e5abc66f7,+Priv 
CWE-20,CVE-2015-6563,C,openssh-portable,https://github.com/openssh/openssh-portable/commit/d4697fe9a28dab7255c60433e4dd23cf7fce8a8b,
CWE-399,CVE-2015-6526,C,linux,https://github.com/torvalds/linux/commit/9a5cbce421a283e6aea3c4007f141735bf9da8c3,DoS 
CWE-264,CVE-2015-6520,C,ippusbxd,https://github.com/tillkamppeter/ippusbxd/commit/46844402bca7a38fc224483ba6f0a93c4613203f,
CWE-399,CVE-2015-6252,C,linux,https://github.com/torvalds/linux/commit/7932c0bd7740f4cd2aa168d3ce0199e7af7d72d5,DoS 
CWE-119,CVE-2015-6031,C,miniupnp,https://github.com/miniupnp/miniupnp/commit/79cca974a4c2ab1199786732a67ff6d898051b78,DoS Exec Code Overflow 
CWE-189,CVE-2015-5707,C,linux,https://github.com/torvalds/linux/commit/451a2886b6bf90e2fb378f7c46c655450fb96e81,DoS Overflow 
,CVE-2015-5706,C,linux,https://github.com/torvalds/linux/commit/f15133df088ecadd141ea1907f2c96df67c729f0,DoS 
CWE-200,CVE-2015-5697,C,linux,https://github.com/torvalds/linux/commit/b6878d9e03043695dbf3fa1caa6dfc09db225b16,+Info 
CWE-20,CVE-2015-5685,C++,bootstrap-dht,https://github.com/bittorrent/bootstrap-dht/commit/e809ea80e3527e32c40756eddd8b2ae44bc3af1a,Exec Code 
CWE-399,CVE-2015-5366,C,linux,https://github.com/torvalds/linux/commit/beb39db59d14990e401e235faf66a6b9b31240b0,DoS 
CWE-399,CVE-2015-5307,C,linux,https://github.com/torvalds/linux/commit/54a20552e1eae07aa240fa370a0293e006b5faed,DoS 
CWE-200,CVE-2015-5302,C,libreport,https://github.com/abrt/libreport/commit/257578a23d1537a2d235aaa2b1488ee4f818e360,+Info 
CWE-59,CVE-2015-5287,C,abrt,https://github.com/abrt/abrt/commit/3c1b60cfa62d39e5fff5a53a5bc53dae189e740e,+Priv 
CWE-119,CVE-2015-5283,C,linux,https://github.com/torvalds/linux/commit/8e2d61e0aed2b7c4ecb35844fe07e0b2b762dee4,DoS Overflow Mem. Corr. 
CWE-59,CVE-2015-5273,C,abrt,https://github.com/abrt/abrt/commit/50ee8130fb4cd4ef1af7682a2c85dd99cb99424e,
,CVE-2015-5257,C,linux,https://github.com/torvalds/linux/commit/cbb4be652d374f64661137756b8f357a1827d6a4,DoS 
CWE-264,CVE-2015-5157,C,linux,https://github.com/torvalds/linux/commit/9b6e6a8334d56354853f9c255d1395c2ba570e0a,+Priv 
CWE-119,CVE-2015-5156,C,linux,https://github.com/torvalds/linux/commit/48900cb6af4282fa0fb6ff4d72a81aa3dadb5c39,DoS Overflow Mem. Corr. 
CWE-17,CVE-2015-4700,C,linux,https://github.com/torvalds/linux/commit/3f7352bf21f8fd7ba3e2fcef9488756f188e12be,DoS 
,CVE-2015-4692,C,linux,https://github.com/torvalds/linux/commit/ce40cd3fc7fa40a6119e5fe6c0f2bc0eb4541009,DoS 
CWE-119,CVE-2015-4590,C++,ArduinoJson,https://github.com/bblanchon/ArduinoJson/commit/5e7b9ec688d79e7b16ec7064e1d37e8481a31e72,DoS Overflow 
CWE-189,CVE-2015-4471,C,libmspack,https://github.com/kyz/libmspack/commit/18b6a2cc0b87536015bedd4f7763e6b02d5aa4f3,DoS 
CWE-17,CVE-2015-4335,C,redis,https://github.com/antirez/redis/commit/fdf9d455098f54f7666c702ae464e6ea21e25411,Exec Code 
CWE-189,CVE-2015-4167,C,linux,https://github.com/torvalds/linux/commit/23b133bdc452aa441fcb9b82cbf6dd05cfd342d0,DoS Overflow 
CWE-119,CVE-2015-4036,C,linux,https://github.com/torvalds/linux/commit/59c816c1f24df0204e01851431d3bab3eb76719c,DoS Overflow Mem. Corr. 
CWE-189,CVE-2015-4003,C,linux,https://github.com/torvalds/linux/commit/04bf464a5dfd9ade0dda918e44366c2c61fce80b,DoS 
CWE-119,CVE-2015-4002,C,linux,https://github.com/torvalds/linux/commit/d114b9fe78c8d6fc6e70808c2092aa307c36dc8e,DoS Exec Code Overflow 
CWE-189,CVE-2015-4001,C,linux,https://github.com/torvalds/linux/commit/b1bb5b49373b61bf9d2c73a4d30058ba6f069e4c,DoS Exec Code 
CWE-119,CVE-2015-3905,C,t1utils,https://github.com/kohler/t1utils/commit/6b9d1aafcb61a3663c883663eb19ccdbfcde8d33,DoS Exec Code Overflow 
CWE-189,CVE-2015-3885,C,rawstudio,https://github.com/rawstudio/rawstudio/commit/983bda1f0fa5fa86884381208274198a620f006e,DoS Overflow 
,CVE-2015-3636,C,linux,https://github.com/torvalds/linux/commit/a134f083e79fb4c3d0a925691e732c56911b4326,DoS +Priv 
,CVE-2015-3417,C,FFmpeg,https://github.com/FFmpeg/FFmpeg/commit/e8714f6f93d1a32f4e4655209960afcf4c185214,DoS 
CWE-362,CVE-2015-3339,C,linux,https://github.com/torvalds/linux/commit/8b01fc86b9f425899f8a3a8fc1c47d73c2c20543,+Priv 
CWE-119,CVE-2015-3331,C,linux,https://github.com/torvalds/linux/commit/ccfe8c3f7e52ae83155cb038753f4c75b774ca8a,DoS Exec Code Overflow 
CWE-17,CVE-2015-3291,C,linux,https://github.com/torvalds/linux/commit/810bc075f78ff2c221536eb3008eac6a492dba2d,DoS 
CWE-119,CVE-2015-3214,C,linux,https://github.com/torvalds/linux/commit/ee73f656a604d5aa9df86a97102e4e462dd79924,Exec Code Overflow 
CWE-362,CVE-2015-3212,C,linux,https://github.com/torvalds/linux/commit/2d45a02d0166caf2627fe91897c6ffc3b19514c4,DoS 
CWE-264,CVE-2015-3185,C,httpd,https://github.com/apache/httpd/commit/cd2b7a26c776b0754fb98426a67804fd48118708,Bypass 
CWE-20,CVE-2015-3183,C,httpd,https://github.com/apache/httpd/commit/e427c41257957b57036d5a549b260b6185d1dd73,
CWE-254,CVE-2015-2925,C,linux,https://github.com/torvalds/linux/commit/397d425dc26da728396e66d392d5dcb8dac30c37,Bypass 
CWE-17,CVE-2015-2922,C,linux,https://github.com/torvalds/linux/commit/6fd99094de2b83d1d4c8457f2c83483b2828e75a,
CWE-119,CVE-2015-2831,C,das_watchdog,https://github.com/kmatheussen/das_watchdog/commit/bd20bb02e75e2c0483832b52f2577253febfb690,Exec Code Overflow 
CWE-264,CVE-2015-2830,C,linux,https://github.com/torvalds/linux/commit/956421fbb74c3a6261903f3836c0740187cf038b,Bypass 
CWE-399,CVE-2015-2779,C++,quassel,https://github.com/quassel/quassel/commit/b5e38970ffd55e2dd9f706ce75af9a8d7730b1b8,DoS 
CWE-119,CVE-2015-2698,C,krb5,https://github.com/krb5/krb5/commit/3db8dfec1ef50ddd78d6ba9503185995876a39fd,DoS Overflow Mem. Corr. 
CWE-119,CVE-2015-2697,C,krb5,https://github.com/krb5/krb5/commit/f0c094a1b745d91ef2f9a4eae2149aac026a5789,DoS Overflow 
CWE-18,CVE-2015-2696,C,krb5,https://github.com/krb5/krb5/commit/e04f0283516e80d2f93366e0d479d13c9b5c8c2a,DoS 
CWE-18,CVE-2015-2695,C,krb5,https://github.com/krb5/krb5/commit/b51b33f2bc5d1497ddf5bd107f791c101695000d,DoS 
CWE-264,CVE-2015-2694,C,krb5,https://github.com/krb5/krb5/commit/e3b5a5e5267818c97750b266df50b6a3d4649604,Bypass 
CWE-119,CVE-2015-2666,C,linux,https://github.com/torvalds/linux/commit/f84598bd7c851f8b0bf8cd0d7c3be0d73c432ff4,Overflow +Priv 
CWE-22,CVE-2015-2304,C,libarchive,https://github.com/libarchive/libarchive/commit/59357157706d47c365b2227739e17daba3607526,Dir. Trav. 
CWE-264,CVE-2015-2150,C,linux,https://github.com/torvalds/linux/commit/af6fc858a35b90e89ea7a7ee58e66628c55c776b,DoS 
CWE-200,CVE-2015-2141,C++,cryptopp,https://github.com/weidai11/cryptopp/commit/9425e16437439e68c7d96abef922167d68fafaff,+Info 
CWE-17,CVE-2015-2042,C,linux,https://github.com/torvalds/linux/commit/db27ebb111e9f69efece08e4cb6a34ff980f8896,+Info 
CWE-17,CVE-2015-2041,C,linux,https://github.com/torvalds/linux/commit/6b8d9117ccb4f81b1244aafa7bc70ef8fa45fc49,+Info 
CWE-264,CVE-2015-1867,C,pacemaker,https://github.com/ClusterLabs/pacemaker/commit/84ac07c,+Priv 
CWE-17,CVE-2015-1805,C,linux,https://github.com/torvalds/linux/commit/f0d1bec9d58d4c038d0ac958c9af82be6eb18045,DoS +Priv 
CWE-399,CVE-2015-1792,C,openssl,https://github.com/openssl/openssl/commit/cd30f03ac5bf2962f44bd02ae8d88245dff2f12c,DoS 
CWE-362,CVE-2015-1791,C,openssl,https://github.com/openssl/openssl/commit/98ece4eebfb6cd45cc8d550c6ac0022965071afc,DoS 
,CVE-2015-1790,C,openssl,https://github.com/openssl/openssl/commit/59302b600e8d5b77ef144e447bb046fd7ab72686,DoS 
CWE-119,CVE-2015-1789,C,openssl,https://github.com/openssl/openssl/commit/f48b83b4fb7d6689584cf25f61ca63a4891f5b11,DoS Overflow 
CWE-399,CVE-2015-1788,C,openssl,https://github.com/openssl/openssl/commit/4924b37ee01f71ae19c94a8934b80eeb2f677932,DoS 
CWE-264,CVE-2015-1593,C,linux,https://github.com/torvalds/linux/commit/4e7c22d447bb6d7e37bfe39ff658486ae78e8d77,Bypass 
CWE-17,CVE-2015-1465,C,linux,https://github.com/torvalds/linux/commit/df4d92549f23e1c037e83323aff58a21b3de7fe0,DoS 
,CVE-2015-1421,C,linux,https://github.com/torvalds/linux/commit/600ddd6825543962fb807884169e57b580dba208,DoS 
CWE-264,CVE-2015-1344,C,lxcfs,https://github.com/lxc/lxcfs/commit/8ee2a503e102b1a43ec4d83113dc275ab20a869a,+Priv 
CWE-264,CVE-2015-1342,C,lxcfs,https://github.com/lxc/lxcfs/commit/a8b6c3e0537e90fba3c55910fd1b7229d54a60a7,+Priv 
CWE-59,CVE-2015-1335,C,lxc,https://github.com/lxc/lxc/commit/592fd47a6245508b79fe6ac819fe6d3b2c1289be,
CWE-17,CVE-2015-1334,C,lxc,https://github.com/lxc/lxc/commit/5c3fcae78b63ac9dd56e36075903921bd9461f9e,
CWE-119,CVE-2015-1333,C,linux,https://github.com/torvalds/linux/commit/ca4da5dd1f99fe9c59f1709fb43e818b18ad20e0,DoS Overflow 
CWE-59,CVE-2015-1331,C,lxc,https://github.com/lxc/lxc/commit/72cf81f6a3404e35028567db2c99a90406e9c6e6,
CWE-22,CVE-2015-1191,C,pigz,https://github.com/madler/pigz/commit/fdad1406b3ec809f4954ff7cdf9e99eb18c2458f,Dir. Trav. 
CWE-264,CVE-2015-0856,C++,sddm,https://github.com/sddm/sddm/commit/4cfed6b0a625593fb43876f04badc4dd99799d86,+Priv 
,CVE-2015-0823,C++,ots,https://github.com/khaledhosny/ots/commit/003c62d28ae438aa8943cb31535563397f838a2c,
CWE-264,CVE-2015-0278,C,libuv,https://github.com/libuv/libuv/commit/66ab38918c911bcff025562cf06237d7fedaba0c,+Priv 
CWE-17,CVE-2015-0275,C,linux,https://github.com/torvalds/linux/commit/0f2af21aae11972fa924374ddcf52e88347cf5a8,DoS 
CWE-19,CVE-2015-0274,C,linux,https://github.com/torvalds/linux/commit/8275cdd0e7ac550dcce2b3ef6d2fb3b808c1ae59,DoS +Priv 
,CVE-2015-0253,C,httpd,https://github.com/apache/httpd/commit/6a974059190b8a0c7e499f4ab12fe108127099cb,DoS 
CWE-362,CVE-2015-0239,C,linux,https://github.com/torvalds/linux/commit/f3747379accba8e95d70cec0eae0582c8c182050,DoS +Priv 
,CVE-2015-0231,C,php-src,https://github.com/php/php-src/commit/b585a3aed7880a5fa5c18e2b838fc96f40e075bd,Exec Code 
CWE-20,CVE-2015-0228,C,httpd,https://github.com/apache/httpd/commit/643f0fcf3b8ab09a68f0ecd2aa37aafeda3e63ef,DoS 
CWE-119,CVE-2015-0206,C,openssl,https://github.com/openssl/openssl/commit/103b171d8fc282ef435f8de9afbf7782e312961f,DoS Overflow 
